	상담사질문(요청)
46998	어떤 방법으로 NFC결제를 시도 하셨나요?
47000	네, 짙은색의 카드의 경우 NFC 결제가 잘 안될 수도 있는데, 다른 카드를 사용해 보셨나요?
47010	네, 더 궁금한 사항은 없으신가요?
47016	사업자 등록증을 가지고 거래하시나요?
47018	그럼 어떤 물품을 거래하셨었나요?
47020	폐물에 금이나 다이아몬드가 있으셨나요?
47032	네, 더 필요하신 것은 없으신가요?
47036	네, 페이앱라이트로 거래를 하셨군요?
47060	인증서의 비밀번호를 바꿔보시는 것은 어떤가요?
47062	현재 사생활 보호가 전혀 안되고 있는가 보군요?
47076	배우자분께서 통장을 가지고 계신가요?
47078	공인인증서를 비밀번호 변경을 시도해 보셨나요?
47112	계좌숨김은 끝났고요, 이제는 전계좌 조회를 해보세요.
47138	어떤 계좌를 숨기셨나요?
47148	혹시 어디 적거나 계좌번호 공유해 둔 곳이 없으신가요?
47156	네, 어떤 은행의 잔고조회를 도와드릴까요?
47158	네, 가능합니다. 계좌번호를 찍어주세요.
47160	통장 명의자 분이 어떻게 되시나요?
47164	주민등록번호 13자리를 가르쳐주세요.
47166	네, 휴대폰 번호가 어떻게 되시나요?
47198	네, 당은행 명의의 계좌가 있으신가요?
47200	그러시면 계좌 개설 시 공인인증서 발급을 받으셨나요?
47210	네, 고객님의 위치정보를 가져오겠습니다. 동의하시나요?
47222	접속하시고자 하는 계좌가 개인인가요 법인인가요?
47240	다양한 상황에서 뜰텐데, 어떤 메시지가 뜨던가요?
47242	다른 증상은 없으시구요?
47256	당행 어플이 설치되어 있나요?
47258	네, 앱에 접속해 주시겠어요?
47261	왼쪽 상단 톱니바퀴 모양이 보이시나요?
47265	어떤게 보이시나요?
47269	고객님의 모든 계좌 정보가 뜨나요?
47273	네, 궁금한 내용은 여기까지 인가요?
47278	다른 앱에서도 같은 증상을 보이나요?
47300	네, 지금 인터넷 접속이 가능한가요?
47316	네, 거래 은행이 어떻게 되시나요?
47318	4군데 은행에 모바일 회원가입이 되어 있으신가요?
47336	휴면계좌로 되어있나요?
47338	면대면, 비대면 방법 중 어떤 방법을 원하시나요?
47378	거래내역서 원본이 필요하신건가요?
47380	법적 증빙용으로 발급 받길 원하시나요?
47416	결제 내역을 아시고 싶으신건가요?
47432	거래내역 확인이 되었나요?
47438	당은행 앱을 이용하시나요?
47440	증명서 발급을 도와드릴까요?
47456	고용보험 이력 조회 말씀이신가요?
47476	어떤 결제 시 그러셨나요?
47496	고객님 명의 계좌를 등록하시려는 건가요?
47498	앱을 까는 곳이 남편분 명의의 휴대폰인가요?
47502	남편분 통장의 돈을 고객님 계좌로 옮기시는 것은 어떠신가요?
47508	배우자님과 통화가 가능할까요?
47510	그럼 고객센터로 바로 연결해 드릴까요?
47516	어디서 얼마나 결제 되었는지 결제내역 확인은 해보셨나요?
47526	일단 카드사에 전화하셔서 KCP자동출금을 정지하시는게 어떠실까요?
47536	구매 영수증에도 표시가 되는데, 보신 적이 없으신가요?
47555	반갑습니다. 고객님, 무엇을 도와드릴까요?
47557	네, 발급은 어떻게 받고 싶으신가요?
47590	스마트폰 기종이 어떻게 되나요?
47592	NFC 설정을 확인해 보셨나요?
47600	잔액 확인이 필요한 은행이 어디인가요?
47602	네, 계좌통합관리시스템에서 하는 방법을 알려드릴까요?
47616	네, 어떤 점이 궁금하신가요?
47618	네? 어떤 점이 민망하셨나요?
47636	결제수단은 어떤걸로 하셨나요?
47638	네이버페이에서 결제 내역 확인하는 방법을 가르쳐드릴까요?
47642	화면 상단 결제메뉴가 보이시나요?
47656	네, 어떤 도움이 필요하신가요?
47662	알림문자 서비스 해제 방법을 알려드릴까요?
47676	이용하시는 금융기관이 어디신가요?
47680	거래내역 알림서비스를 말씀하시는건가요?
47698	사업자 고객이신가요?
47700	인터넷뱅킹을 사용 중이신가요?
47704	이체결과 조회로 들어가셨나요?
47708	다른 문의사항이 또 있는가요?
47710	송금한 계좌번호의 내역을 말씀하시는건가요?
47718	아내분은 근로자이신가요?
47728	고객님의 연소득이 어떻게 되시나요?
47736	네 고객님. 얼마나 납부하셔야 하나요?
47738	네. 납부하실 의향이 있으신가요?
47740	네. 일시납 가능하신가요?
47767	지역이 어디신가요?
47796	네 고객님. 어떤 보험료이신가요?
47812	네 고객님. 이메일로 보내드릴까요?
47826	혹시 인쇄물을 출력해 가셔야 하나요?
48856	네 어떤점이 궁금하실까요?
48863	다만 몇가지 경우에 1순위 자격을 제한하고 있는데 안내 해 드릴까요?
48905	프린터를 가지고 계신가요?
48909	그럼 혹시 공유프린터로 사용중이신가요?
48916	네 고객님. 펀드 결산이 무엇인지 알고 싶으신건가요?
48956	네 고객님. 어떻게 도와드릴까요?
48970	혹시 올해 신규로 발급한 계좌인가요?
48976	네 어떤 문의이신가요 고객님?
48996	네. 어떤 부분이 궁금하신가요?
49037	미정리건이 많으신가요?
49062	네 고객님. 인터넷 뱅킹으로도 가능한데 안내해 드릴까요?
49064	그러시군요. 그럼 전화로 확인해 드릴까요?
49066	팩스로 보내드릴 수 있습니다. 팩스 수신 가능하신가요?
49068	네. 팩스 번호 불러주시겠어요?
49076	네 고객님. 어디에 제출하시는지 여쭤봐도 될까요?
49096	네 고객님. 작년 거래내역이시군요?
49107	이 경우는 수수료가 무료이니 안내해드릴까요?
49116	네 어떤 문제가 발생하셨나요 고객님?
49176	네 고객님. '내 계좌 한눈에'서비스를 말씀하시는 것 같은데 맞으신가요?
49179	홈페이지 주소를 안내해드릴까요?
49207	그러시군요. 지금 등록 도와드릴까요?
49216	네. 유가보조금 내역을 확인하고 싶으신가요?
49223	일단 저희 카드사의 내역을 알려드릴까요?
49226	기간은 언제부터 언제까지 필요하십니까?
49228	네. 내역서는 메일로 보내드릴까요?
49258	올해 서른이시면 기본공제대상에서 제외되시는데요 고객님?
49262	고객님은 직장인이신가요?
49276	네 고객님. 공제대상에 속하는 의료비가 궁금하신건가요?
49356	네 고객님. 어떤 부분이 궁금하신가요?
49378	큰아이 나이가 어떻게 되나요?
49556	네 고객님. 이용하시는 통신사가 어디이신가요?
49562	회원이신가요?
49572	네 그럼 현재까지 사용요금이 보이십니까?
50316	네 어떤점이 궁금하신가요?
50336	네 고객님. 구매하시고자 하는 주택의 가격이 9억원 이상인가요?
50438	네. 소득자 전화번호를 모르시나요?
50556	소유하고 계신 주택 중 소형이 아닌 주택이 몇채이신가요?
50560	보증금등의 합계가 3억원을 초과하나요?
50602	그러시면 혹시 이미 납부하신 것은 아닌지요?
50612	우측에 지방소득세 신고 버튼이 보이시나요?
50656	네. 어느 카드사를 이용중이신가요?
50672	현재 설치되어 있는 엑셀의 버전이 어떻게 되시나요?
50699	은행 잔액이 맞지 않다는 말씀인가요?
50701	어떻게 잔액이 안맞는다는 건가요?
50703	모바일앱 잔액과 통장잔액이 동일하지 않나요?
50706	우선 고객님의 정보보호를 위해서 핸드폰 뒷자리는요 어떻게 되나요?
50717	중소 제조업체를 운영하고 계신가요?
50719	외상매출채권 잔고 조회를 하고싶으신가요?
50721	요즘 외상거래가 부쩍늘었네요?
50723	외상매출채권은 계약되어져 있나요?
50725	그러시면 사업자 번호를 불러주세요.
50727	법인번호도 불러주시겠어요?
50730	고객님 외상매출채권 한도는 얼마인가요?
50733	9월 3천만원 10월 1천만원 사용하셨는데 맞으세요?
50739	법인고객님이 맞으세요?
50741	전자대출 잔고 내에서 할인받고 싶으시다구요
50743	할인받으실 금액이 얼마세요?
50753	꼭 5000만원이 한번에 필요하신가요?
50759	법인사업자 이신가요
50761	구매론 사용은 처음이신가요?
50763	구매론 신설을위해 몇가지 서류 알려드릴까요?
50777	조회시 본인 인증이 필요한데 인증하시겠어요?
50779	저희 은행에 대출이 있으신가요?
50781	어떤 대출을 사용하고 계신가요?
50783	주택담보대출 잔액 알려드리면 될까요?
50785	주택담보대출 계좌 알고계신가요?
50787	그러시면 주민번호 앞자리를 불러주실래요?
50797	주택청약 통장에 대해 궁금하신 건가요?
50799	어떤점이 궁금하신가요?
50816	무엇을 도와드릴까요?
50820	000님 맞으신가요?
50827	언제를 조회해드릴까요?
50829	000계좌의 거래내역 조회 맞으신가요?
50833	다른문의사항 있으신가요?
50836	무엇을 도와드릴까요?
50840	000님 맞으신가요?
50842	계좌번호와 비밀번호 입력해주시겠어요?
50844	언제를 조회해드릴까요?
50846	000계좌의 거래내역 조회 맞으신가요?
50851	송금 도와드릴까요?
50858	개인고객이신가요?
50861	다른 궁금하신 사항이 있으신가요?
50876	무엇을 도와드릴까요?
50878	OO은행 계좌를 보유하고 있으신가요?
50880	네 현재 나이가 어떻게 되시나요?
50895	안녕하세요 고객님~무엇을 도와드릴까요?
50917	무엇을 도와드릴까요?
50919	네 그러시면 고객님 법정 대리인 이신가요?
50923	자녀분 계좌 확인을 위해 자녀분 이름 알려주시겠어요?
50936	네 무엇을 도와드릴까요?
50952	더 궁금하신점 있으신가요?
50957	부모님께서 인출 하실건가요 
51147	네 전체 합산한 잔고가 궁금하시군요 
51174	언제부터 언제까지의 내역을 보내드릴까요 
51177	팩스번호 알려주시겠어요 
51189	계좌번호 알려주시겠어요 
51191	비밀번호는요 
51211	은행앱 사용하고 계신가요 
51213	은행앱 로그인 하시고 메뉴에서 알림선택 해주세요 
51253	본인확인을 위해 몇가지 질문 드릴게요 
51307	아이가 미성년자인가요 
51337	무엇을도와드릴까요 
51340	몇가지 본인확인차 여쭤볼게요 
51345	네 확인하실 계좌번호 알려주세요 
51351	음성이 나오면 비밀번호를 눌러주세요 
51419	삭제요 정확히 어떤말씀이신지요
51476	네, 잔고확인 도와드릴까요?
51480	고객님의 계좌가 총 2건이 있습니다. 어떤 계좌를 확인해드릴까요?
51489	네 기존에 입출금통장에서 0일에 적금통장으로 00원이 이체되게 하셨던것과 동일하게 해드릴까요?
51542	음.. 고객님 죄송하지만 언제쯤 송금하셨어요?
51545	계좌번호 OO-OOOO-OOOO OO은행으로 입금하신거 맞으신가요?
51547	잠시만요. 전산팀 문의가 필요할거같아서 죄송하지만 잠시만 기다려주시겠습니까?
51574	네, 등록된 고객님 주소지로 보내드릴까요?
51579	분실하셨나요?
51583	어떤 방법으로 안내해드릴까요?
51596	자택 또는 회사 어디로 보내드릴까요?
51604	네 그러시군요, 재발급 도와드리면 될까요?
51606	보험은 계약자가 본인 맞으신 가요?
51608	팩스, 이메일, 우편으로 받으실 수 있는데, 어떻게 해드릴까요?
51612	자택과 직장 주소 등록되어 있는데 어디로 보내드리면 될까요?
51614	OO아파트 OO동 OO호 맞으신 가요?
51641	네, 무엇을 도와드릴까요?
51661	네, 무엇을 도와드릴까요?
51663	로그인을 하셨나요?
51670	더 궁금하신 사항 있으신가요?
51719	네, 무엇을 도와드릴까요?
51739	네, 도움이 필요하신가요?
51759	네, 무엇을 안내해드릴까요?
51799	네, 무엇을 도와드릴까요?
51802	성함이 어떻게 되시나요?
51819	네, 무엇을 도와드릴까요?
51827	전화주신 고객님 성함이 어떻게 되시나요?
51841	핸드폰번호가 어떻게 되시나요?
51847	전화주신 분은 OOO 고객님 본인이신가요?
51859	보험 가입자 본인 되시나요?
51864	다른 방법을 원하시나요?
51875	더 궁금하신 사항 있으신가요?
